hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,11,2017,February,7,12,2,1,2,0,0,BB,LUX,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,77,0,0,Check-Out,15/02/2017
City Hotel,1,59,2016,December,50,4,2,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,119,0,1,Canceled,11/10/2016
City Hotel,0,37,2016,May,22,22,1,0,2,0,0,SC,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,116.1,0,0,Check-Out,23/05/2016
City Hotel,1,59,2017,January,4,23,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326,,0,Transient,80,0,0,Canceled,25/11/2016
City Hotel,0,16,2015,September,39,25,2,2,1,0,0,BB,BEL,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,29/09/2015
City Hotel,1,50,2017,May,21,22,1,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,144,0,1,Canceled,09/04/2017
City Hotel,0,48,2015,September,37,11,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1,,0,Transient-Party,50,0,0,Check-Out,14/09/2015
City Hotel,1,13,2017,January,4,24,6,15,2,0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,74.8,0,1,Canceled,23/01/2017
City Hotel,1,167,2017,May,21,25,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58,,0,Transient,115,0,0,Canceled,09/12/2016
City Hotel,0,4,2015,September,37,7,1,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,67,0,Transient,119,0,0,Check-Out,11/09/2015
City Hotel,0,75,2017,March,13,29,0,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98.1,0,2,Check-Out,02/04/2017
City Hotel,0,89,2017,July,27,8,0,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,14,,0,Transient,170.5,0,1,Check-Out,09/07/2017
City Hotel,0,10,2017,January,1,2,0,0,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,0,0,2,Check-Out,02/01/2017
City Hotel,1,161,2017,May,18,5,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30,,0,Transient,120,0,0,Canceled,25/11/2016
City Hotel,0,352,2017,June,23,4,2,2,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,,0,Transient-Party,68.88,0,0,Check-Out,08/06/2017
City Hotel,0,47,2016,July,27,2,2,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,89,,0,Transient,114.48,0,2,Check-Out,06/07/2016
City Hotel,0,297,2017,July,29,21,2,2,2,1,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,102.1,0,0,Check-Out,25/07/2017
City Hotel,0,21,2016,February,8,17,0,1,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,85,0,1,Check-Out,18/02/2016
City Hotel,0,32,2017,February,9,26,2,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28,,0,Transient,75,0,0,Check-Out,28/02/2017
City Hotel,0,220,2016,September,38,17,2,1,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177,,0,Transient-Party,128,0,0,Check-Out,20/09/2016
City Hotel,1,155,2017,July,30,26,0,4,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.75,0,0,Canceled,26/04/2017
City Hotel,1,184,2016,August,33,13,1,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,94.5,0,0,Canceled,11/02/2016
City Hotel,1,164,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160,0,0,Canceled,31/01/2017
City Hotel,0,162,2017,June,26,28,0,4,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,117.85,0,3,Check-Out,02/07/2017
City Hotel,1,134,2017,February,8,25,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,,0,Transient-Party,75,0,0,No-Show,25/02/2017
City Hotel,1,167,2016,October,41,5,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,78.2,0,0,Canceled,25/04/2016
City Hotel,0,45,2016,June,25,18,1,1,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27,,0,Transient,122.4,0,0,Check-Out,20/06/2016
City Hotel,0,11,2017,February,7,13,1,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,83.8,0,0,Check-Out,17/02/2017
City Hotel,0,55,2017,March,10,6,1,0,1,0,0,BB,IRL,Direct,Direct,0,0,0,B,B,0,No Deposit,14,,0,Transient-Party,79.74,0,0,Check-Out,07/03/2017
City Hotel,1,126,2016,April,16,14,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,39,Transient,65,0,0,Canceled,18/01/2016
City Hotel,1,91,2017,June,24,11,2,0,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,152,0,3,Canceled,18/04/2017
City Hotel,1,265,2015,July,28,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1,,0,Transient-Party,62.8,0,0,Canceled,17/10/2014
City Hotel,0,48,2017,April,15,14,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,114,0,0,Check-Out,17/04/2017
City Hotel,0,139,2017,August,31,5,1,1,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,139.5,0,2,Check-Out,07/08/2017
City Hotel,1,61,2016,April,17,22,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,118.8,0,0,Canceled,10/04/2016
City Hotel,0,117,2017,May,19,7,2,1,1,0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,108,0,1,Check-Out,10/05/2017
City Hotel,0,192,2016,June,26,24,0,2,1,0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,34,,0,Transient-Party,95,0,0,Check-Out,26/06/2016
City Hotel,1,273,2016,May,20,13,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,,0,Transient,95,0,0,Canceled,18/12/2015
City Hotel,0,1,2015,September,36,3,0,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,121.33,0,1,Check-Out,06/09/2015
City Hotel,1,44,2016,February,8,17,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44,,3,Transient,75,0,0,Canceled,16/01/2016
City Hotel,0,158,2017,March,13,27,1,1,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,,0,Transient-Party,95,0,1,Check-Out,29/03/2017
City Hotel,0,72,2016,November,46,10,0,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,106.5,0,0,Check-Out,13/11/2016
City Hotel,1,35,2016,November,49,28,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,,,0,Transient-Party,75,0,0,Canceled,25/11/2016
City Hotel,1,152,2017,April,16,22,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58,,0,Transient,105,0,0,Canceled,21/11/2016
City Hotel,1,24,2016,September,40,26,1,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,107.1,0,0,Canceled,03/09/2016
City Hotel,0,55,2015,September,37,6,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,,0,Transient-Party,75,0,0,Check-Out,08/09/2015
City Hotel,0,1,2016,December,53,30,0,2,2,0,0,BB,BRA,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,120,0,0,Check-Out,01/01/2017
City Hotel,0,19,2015,October,41,6,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,82,,0,Transient-Party,90,0,0,Check-Out,09/10/2015
City Hotel,0,68,2015,September,37,12,2,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,60,0,0,Check-Out,16/09/2015
City Hotel,0,64,2017,August,32,6,2,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,149,0,1,Check-Out,09/08/2017
City Hotel,1,246,2017,March,11,16,0,3,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,122.4,0,0,Canceled,13/07/2016
City Hotel,0,43,2017,February,7,18,2,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,110.16,0,2,Check-Out,23/02/2017
City Hotel,1,36,2016,August,32,2,0,3,0,2,0,BB,ESP,Direct,Direct,0,0,0,B,B,0,No Deposit,14,,0,Transient,118.15,0,0,Canceled,29/06/2016
City Hotel,1,279,2015,July,30,23,0,2,2,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1,,0,Transient-Party,62.8,0,0,Canceled,17/10/2014
City Hotel,1,226,2017,July,28,9,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110,0,0,Canceled,25/11/2016
City Hotel,0,0,2017,April,16,16,4,8,2,1,0,BB,BRA,Direct,Direct,0,0,0,D,D,2,No Deposit,,,0,Transient,130,0,0,Check-Out,28/04/2017
City Hotel,0,112,2016,May,19,1,2,2,2,0,0,BB,RUS,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,89.25,0,0,Check-Out,05/05/2016
City Hotel,1,124,2015,August,32,8,2,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,01/08/2015
City Hotel,0,147,2016,October,41,7,1,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,151.2,0,0,Check-Out,10/10/2016
City Hotel,0,189,2017,August,35,27,2,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,1,A,A,1,No Deposit,9,,0,Transient,119,0,2,Check-Out,29/08/2017
City Hotel,0,146,2017,July,30,25,0,4,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,,0,Transient,80.1,0,0,Check-Out,29/07/2017
City Hotel,0,149,2016,June,27,26,2,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,80.75,0,1,Check-Out,30/06/2016
City Hotel,1,247,2016,December,53,27,1,5,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,110.78,0,0,Canceled,02/05/2016
City Hotel,0,12,2015,October,44,31,1,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,85.6,0,2,Check-Out,02/11/2015
City Hotel,1,19,2017,February,7,12,2,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,90.71,0,0,Canceled,24/01/2017
City Hotel,0,164,2015,October,40,2,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,19,,0,Transient-Party,100,0,0,Check-Out,04/10/2015
City Hotel,1,33,2016,October,41,5,0,4,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,157.5,0,1,Canceled,06/09/2016
City Hotel,0,141,2016,July,28,5,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,27,,0,Transient-Party,82.45,0,1,Check-Out,12/07/2016
City Hotel,0,115,2016,February,9,27,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,134,,0,Transient-Party,75,0,0,Check-Out,03/03/2016
City Hotel,0,102,2017,July,27,8,1,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,108,0,1,Check-Out,10/07/2017
City Hotel,0,85,2017,January,1,3,0,3,1,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,79.2,0,2,Check-Out,06/01/2017
City Hotel,1,210,2016,July,29,15,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,96,0,0,Canceled,16/03/2016
City Hotel,1,71,2016,June,25,17,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,80.75,0,1,Canceled,11/05/2016
City Hotel,0,106,2017,April,17,26,1,4,1,0,0,BB,NOR,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,100.8,0,1,Check-Out,01/05/2017
City Hotel,0,125,2016,October,43,17,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,2,Check-Out,18/10/2016
City Hotel,0,5,2016,August,33,13,1,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,174,0,2,Check-Out,15/08/2016
City Hotel,0,8,2016,March,11,9,0,3,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,100,0,0,Check-Out,12/03/2016
City Hotel,0,49,2017,August,34,23,0,4,2,0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,423,,0,Transient,99.22,0,2,Check-Out,27/08/2017
City Hotel,1,45,2016,March,11,7,1,3,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,63.75,0,0,Canceled,21/02/2016
City Hotel,1,67,2016,October,43,19,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,117.6,0,0,Canceled,13/08/2016
City Hotel,1,601,2017,March,9,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21/10/2015
City Hotel,0,138,2017,August,32,7,1,1,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,157.5,1,3,Check-Out,09/08/2017
City Hotel,1,142,2016,April,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,,0,Transient,103,0,0,Canceled,18/01/2016
City Hotel,0,76,2017,April,15,10,1,2,2,0,0,SC,URY,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,1,1,Check-Out,13/04/2017
City Hotel,0,77,2015,September,39,25,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,13,,0,Transient,136,0,0,Check-Out,28/09/2015
City Hotel,0,0,2017,January,3,17,0,2,1,0,0,BB,AUT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,,153,0,Transient,95,0,1,Check-Out,19/01/2017
City Hotel,1,57,2016,October,42,14,0,2,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,139.5,0,1,Canceled,22/08/2016
City Hotel,0,137,2016,July,31,29,3,7,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,147.9,0,1,Check-Out,08/08/2016
City Hotel,1,98,2017,April,15,14,0,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Canceled,08/02/2017
City Hotel,0,5,2016,December,52,19,1,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96,0,0,Check-Out,22/12/2016
City Hotel,0,88,2016,October,43,20,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,1,Check-Out,23/10/2016
City Hotel,0,87,2017,August,32,12,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,160,0,2,Check-Out,15/08/2017
City Hotel,1,297,2015,August,33,10,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient-Party,62,0,0,Canceled,02/07/2015
City Hotel,0,346,2016,September,38,13,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,,0,Transient-Party,90,0,0,Check-Out,15/09/2016
City Hotel,0,20,2016,November,47,15,1,5,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,96.9,0,1,Check-Out,21/11/2016
City Hotel,0,0,2016,February,7,8,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,80,0,0,Check-Out,09/02/2016
City Hotel,0,18,2015,September,38,15,0,1,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13,,0,Contract,76.8,0,0,Check-Out,16/09/2015
City Hotel,1,71,2016,June,25,14,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,,0,Transient,120,0,0,Canceled,27/04/2016
City Hotel,1,20,2017,June,22,1,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,240,0,0,Canceled,16/05/2017
City Hotel,1,53,2016,February,9,24,0,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,67.5,0,0,Canceled,05/02/2016
City Hotel,0,39,2016,February,7,11,2,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,80.3,0,1,Check-Out,16/02/2016
City Hotel,1,59,2015,October,42,15,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,89.25,0,2,Canceled,26/08/2015
City Hotel,0,74,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,109,0,0,Check-Out,20/09/2015
City Hotel,0,23,2016,August,36,30,0,3,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,93.5,0,2,Check-Out,02/09/2016
City Hotel,0,195,2017,April,14,2,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,06/04/2017
City Hotel,0,10,2015,November,49,29,2,1,2,1,0,BB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,93.33,0,2,Check-Out,02/12/2015
City Hotel,1,138,2015,August,34,22,2,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,06/08/2015
City Hotel,0,193,2016,July,28,9,2,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,70.44,0,1,Check-Out,12/07/2016
City Hotel,0,104,2017,April,15,14,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,143.1,0,1,Check-Out,19/04/2017
City Hotel,1,28,2017,August,32,9,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,190,0,0,Canceled,14/07/2017
City Hotel,0,0,2016,March,10,2,0,1,1,0,0,SC,ESP,Offline TA/TO,GDS,0,0,0,A,E,0,No Deposit,195,,0,Transient,84,0,0,Check-Out,03/03/2016
City Hotel,1,8,2017,March,11,15,0,1,1,0,0,BB,PRT,Complementary,Direct,1,1,1,A,A,0,No Deposit,,46,0,Transient,79,0,0,Canceled,07/03/2017
City Hotel,1,105,2016,April,15,6,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,,0,Transient,75,0,0,Canceled,18/01/2016
City Hotel,0,157,2017,July,28,12,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,143.1,0,2,Check-Out,16/07/2017
City Hotel,1,115,2017,May,21,22,1,3,2,0,0,BB,LUX,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,173.25,0,2,Canceled,14/02/2017
City Hotel,0,19,2016,September,37,6,2,5,2,0,0,HB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,162.29,0,2,Check-Out,13/09/2016
City Hotel,1,139,2017,June,25,21,0,3,3,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,196.2,0,2,Canceled,11/06/2017
City Hotel,0,25,2017,May,21,22,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,145,0,1,Check-Out,26/05/2017
City Hotel,0,0,2016,September,40,27,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,174,,0,Transient-Party,160,0,0,Check-Out,28/09/2016
City Hotel,0,11,2015,October,43,23,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,,0,Transient-Party,88.5,0,0,Check-Out,27/10/2015
City Hotel,1,141,2017,August,33,18,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,195,0,0,Canceled,23/06/2017
City Hotel,0,6,2015,October,44,28,0,3,2,0,0,HB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,,6,Transient-Party,107,0,0,Check-Out,31/10/2015
City Hotel,0,268,2016,October,42,9,2,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,27,,0,Transient-Party,80.75,0,0,Check-Out,14/10/2016
City Hotel,0,206,2017,May,18,1,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117,0,0,Check-Out,04/05/2017
City Hotel,1,36,2016,September,39,24,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,139.14,0,0,Canceled,20/08/2016
City Hotel,0,84,2017,April,14,4,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117,0,1,Check-Out,05/04/2017
City Hotel,1,56,2017,March,12,21,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86,,0,Transient,85,0,0,Canceled,24/01/2017
City Hotel,0,24,2017,February,6,5,2,5,1,0,0,BB,MAR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,,407,0,Transient-Party,75,0,0,Check-Out,12/02/2017
City Hotel,1,136,2016,September,39,21,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,144.9,0,1,Canceled,20/09/2016
City Hotel,0,28,2015,October,44,29,0,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98,,0,Transient-Party,130,0,0,Check-Out,30/10/2015
City Hotel,1,281,2015,July,30,25,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,06/07/2015
City Hotel,1,61,2015,September,36,5,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,01/09/2015
City Hotel,0,9,2016,March,12,18,0,2,2,2,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,14,,0,Transient,208,1,0,Check-Out,20/03/2016
City Hotel,0,6,2015,September,37,6,4,5,1,0,0,BB,MAR,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,95,0,0,Check-Out,15/09/2015
City Hotel,0,265,2016,June,26,24,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,,0,Transient-Party,115,0,1,Check-Out,26/06/2016
City Hotel,1,106,2017,June,22,1,0,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,180,0,2,Canceled,19/02/2017
City Hotel,1,349,2015,October,40,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Contract,62,0,0,Canceled,01/01/2015
City Hotel,1,112,2016,August,35,24,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,157,,0,Transient,116.28,0,0,Canceled,04/05/2016
City Hotel,1,16,2016,September,40,27,0,2,2,0,0,SC,VEN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,129,0,1,Canceled,22/09/2016
City Hotel,0,17,2016,September,40,27,0,2,2,0,0,SC,JPN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,,0,Transient,85,0,0,Check-Out,29/09/2016
City Hotel,0,133,2017,April,14,8,1,1,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,85.59,0,2,Check-Out,10/04/2017
City Hotel,1,111,2016,October,42,10,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,A,0,No Deposit,234,,0,Transient-Party,120,0,0,Canceled,06/10/2016
City Hotel,0,94,2016,April,16,12,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,96.3,0,1,Check-Out,14/04/2016
City Hotel,1,144,2016,August,35,24,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,131.7,0,0,Canceled,03/04/2016
City Hotel,1,128,2016,October,42,11,0,5,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.3,0,0,Canceled,08/06/2016
